s1,s2,s3,n_graphs,exact,reach_1,reach_2,reach_3,cut_12,cut_13,cut_23,pred_positive_rate
1,1,58,300,0.01,,,1.0,0.01,1.0,1.0,0.9355
1,2,57,300,0.9733,,1.0,1.0,0.9733,1.0,1.0,0.9039
1,3,56,300,1.0,,1.0,1.0,1.0,1.0,1.0,0.8739
1,4,55,300,1.0,,1.0,1.0,1.0,1.0,1.0,0.845
1,5,54,300,1.0,,1.0,1.0,1.0,1.0,1.0,0.8172
1,6,53,300,1.0,,1.0,1.0,1.0,1.0,1.0,0.7906
1,7,52,300,1.0,,1.0,1.0,1.0,1.0,1.0,0.765
1,8,51,300,1.0,,1.0,1.0,1.0,1.0,1.0,0.7406
1,9,50,300,1.0,,1.0,1.0,1.0,1.0,1.0,0.7172
1,10,49,300,1.0,,1.0,1.0,1.0,1.0,1.0,0.695
1,11,48,300,1.0,,1.0,1.0,1.0,1.0,1.0,0.6739
1,12,47,300,0.0033,,1.0,0.9265,1.0,1.0,1.0,0.6097
1,13,46,300,0.0,,1.0,0.923,1.0,1.0,1.0,0.5907
1,14,45,300,0.0,,1.0,0.9192,1.0,1.0,0.9625,0.5859
1,15,44,300,0.0,,1.0,0.9155,1.0,1.0,0.8759,0.6016
1,16,43,300,0.0,,1.0,0.9114,1.0,1.0,0.7801,0.6246
1,17,42,300,0.0,,0.9997,0.9044,1.0,1.0,0.7127,0.6387
1,18,41,300,0.0,,0.998,0.9031,1.0,1.0,0.6481,0.6572
1,19,40,300,0.0,,0.9959,0.9,1.0,1.0,0.5875,0.6755
1,20,39,300,0.0,,0.9945,0.8978,1.0,1.0,0.5395,0.6908
1,21,38,300,0.0,,0.9918,0.9002,1.0,1.0,0.5009,0.7052
1,22,37,300,0.0,,0.9892,0.8966,1.0,1.0,0.4727,0.7138
1,23,36,300,0.0,,0.985,0.8957,1.0,1.0,0.4699,0.7125
1,24,35,300,0.0,,0.9802,0.8978,1.0,1.0,0.4608,0.7154
1,25,34,300,0.0,,0.9757,0.9007,1.0,1.0,0.4437,0.7227
1,26,33,300,0.0,,0.9676,0.9108,1.0,1.0,0.4223,0.7339
1,27,32,300,0.0,,0.9612,0.915,1.0,1.0,0.3935,0.7473
1,28,31,300,0.0,,0.9518,0.9206,1.0,1.0,0.378,0.7543
1,29,30,300,0.0,,0.9422,0.9323,1.0,1.0,0.375,0.7566
2,2,56,300,0.5167,1.0,1.0,1.0,0.5167,1.0,1.0,0.8744
2,3,55,300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8439
2,4,54,300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8156
2,5,53,300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7883
2,6,52,300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7622
2,7,51,300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7372
2,8,50,300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7133
2,9,49,300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6906
2,10,48,300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6689
2,11,47,300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6483
2,12,46,300,0.0,1.0,1.0,0.9184,1.0,1.0,1.0,0.582
2,13,45,300,0.0,1.0,1.0,0.9092,1.0,1.0,1.0,0.5606
