s1,s2,s3,n_graphs,exact,reach_1,reach_2,reach_3,cut_12,cut_13,cut_23,pred_positive_rate
1,1,44,200,0.0,,,1.0,0.0,1.0,1.0,0.9168
1,2,43,200,0.0,,1.0,1.0,0.0,1.0,1.0,0.8781
1,3,42,200,0.0,,0.3333,1.0,0.6567,0.97,0.3333,0.918
1,4,41,200,0.0,,0.48,1.0,0.5975,0.785,0.3675,0.9074
1,5,40,200,0.0,,1.0,1.0,0.995,0.995,0.0,0.9577
1,6,39,200,0.0,,0.9907,1.0,0.995,1.0,0.005,0.9563
1,7,38,200,0.0,,0.9843,1.0,0.9914,1.0,0.0086,0.9551
1,8,37,200,0.0,,0.9871,1.0,0.99,1.0,0.0106,0.9542
1,9,36,200,0.0,,0.9892,1.0,0.9928,1.0,0.0072,0.9549
1,10,35,200,0.0,,0.999,1.0,0.9995,1.0,0.0005,0.9573
1,11,34,200,0.0,,1.0,1.0,1.0,1.0,0.0,0.9575
1,12,33,200,0.0,,0.9992,1.0,0.9996,1.0,0.0004,0.9573
1,13,32,200,0.0,,1.0,1.0,1.0,1.0,0.0,0.9575
1,14,31,200,0.0,,1.0,1.0,1.0,1.0,0.0,0.9575
1,15,30,200,0.0,,1.0,1.0,1.0,1.0,0.0,0.9575
1,16,29,200,0.0,,1.0,1.0,1.0,1.0,0.0,0.9575
1,17,28,200,0.0,,1.0,1.0,1.0,1.0,0.0,0.9575
1,18,27,200,0.0,,1.0,1.0,1.0,1.0,0.0,0.9575
1,19,26,200,0.0,,1.0,1.0,1.0,1.0,0.0,0.9575
1,20,25,200,0.0,,1.0,1.0,1.0,1.0,0.0,0.9575
1,21,24,200,0.0,,1.0,1.0,1.0,1.0,0.0,0.9575
1,22,23,200,0.0,,1.0,1.0,1.0,1.0,0.0,0.9575
2,2,42,200,0.0,1.0,1.0,1.0,0.26,0.87,0.87,0.8609
2,3,41,200,0.0,1.0,0.3333,1.0,0.6667,1.0,0.3333,0.8781
2,4,40,200,0.0,1.0,0.9033,1.0,0.815,0.82,0.0587,0.9224
2,5,39,200,0.0,1.0,1.0,1.0,0.875,0.875,0.0,0.9272
2,6,38,200,0.0,1.0,0.9983,1.0,0.9958,0.995,0.0008,0.917
2,7,37,200,0.0,1.0,0.9986,1.0,0.9943,0.995,0.0007,0.917
2,8,36,200,0.0,1.0,1.0,1.0,0.995,0.995,0.0,0.9172
2,9,35,200,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9168
2,10,34,200,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9168
2,11,33,200,0.0,1.0,0.9984,1.0,0.9991,1.0,0.0009,0.9164
2,12,32,200,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9168
2,13,31,200,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9168
2,14,30,200,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9168
2,15,29,200,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9168
2,16,28,200,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9168
2,17,27,200,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9168
2,18,26,200,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9168
2,19,25,200,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9168
2,20,24,200,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9168
2,21,23,200,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9168
2,22,22,200,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9168
3,3,40,200,0.0,0.5383,0.4967,1.0,0.4139,0.5467,0.5017,0.8748
3,4,39,200,0.0,0.3567,0.4733,1.0,0.5288,0.3533,0.5925,0.8628
3,5,38,200,0.0,0.35,0.8175,1.0,0.4143,0.3517,0.26,0.906
3,6,37,200,0.0,0.4567,0.637,1.0,0.4542,0.46,0.3067,0.873
3,7,36,200,0.0,0.54,0.7248,1.0,0.4905,0.5417,0.2471,0.8693
3,8,35,200,0.0,0.5,0.7905,1.0,0.5058,0.5017,0.1675,0.8874
3,9,34,200,0.0,0.645,0.9024,1.0,0.65,0.6467,0.0678,0.8971
3,10,33,200,0.0,0.7983,0.9414,1.0,0.7872,0.7983,0.035,0.889
3,11,32,200,0.0,0.9317,0.969,1.0,0.918,0.9333,0.0159,0.8796
3,12,31,200,0.0,0.9983,0.9934,0.9997,0.9953,0.9982,0.0035,0.8766
3,13,30,200,0.0,0.9983,0.994,1.0,0.9955,0.9983,0.0031,0.8768
3,14,29,200,0.0,0.995,0.9965,1.0,0.9951,0.9967,0.0018,0.8775
3,15,28,200,0.0,0.9983,0.9987,1.0,0.9977,0.9983,0.0007,0.8779
3,16,27,200,0.0,0.9967,1.0,1.0,0.9967,0.9969,0.0,0.8785
3,17,26,200,0.0,0.9967,1.0,1.0,0.9967,0.9967,0.0,0.8785
3,18,25,200,0.0,0.9983,0.9995,0.9996,0.9982,0.9981,0.0005,0.8779
3,19,24,200,0.0,0.9933,1.0,0.9996,0.995,0.9948,0.0002,0.8785
3,20,23,200,0.0,0.995,0.9995,1.0,0.9948,0.995,0.0003,0.8785
3,21,22,200,0.0,0.995,1.0,1.0,0.995,0.995,0.0,0.8787
4,4,38,200,0.0,0.72,0.7442,1.0,0.3906,0.23,0.2225,0.926
4,5,37,200,0.0,0.9358,0.99,1.0,0.1082,0.0813,0.029,0.9811
4,6,36,200,0.0,0.8083,0.988,1.0,0.4248,0.4163,0.0233,0.9277
4,7,35,200,0.0,0.8133,0.9883,1.0,0.4621,0.4525,0.0271,0.9203
4,8,34,200,0.0,0.8258,0.9964,1.0,0.5125,0.5088,0.0213,0.9126
4,9,33,200,0.0,0.7983,0.9958,1.0,0.5318,0.535,0.0172,0.909
4,10,32,200,0.0,0.8092,0.994,1.0,0.729,0.7275,0.024,0.8758
4,11,31,200,0.0,0.94,0.9964,1.0,0.9397,0.9387,0.0123,0.8464
4,12,30,200,0.0,0.9942,0.994,0.9993,0.9725,0.9931,0.0214,0.8352
4,13,29,200,0.0,0.9967,0.9932,1.0,0.9867,0.9975,0.0108,0.8378
4,14,28,200,0.0,0.995,0.9947,0.9999,0.9817,0.9962,0.0151,0.8365
4,15,27,200,0.0,0.9983,0.9993,0.9999,0.9931,0.9988,0.0057,0.8394
4,16,26,200,0.0,0.9875,1.0,1.0,0.9912,0.9912,0.0,0.8425
4,17,25,200,0.0,0.9983,0.9903,0.9996,0.9885,0.9988,0.0108,0.8364
4,18,24,200,0.0,0.9983,0.9993,0.9998,0.9962,0.9985,0.0031,0.8402
4,19,23,200,0.0,0.9942,0.996,0.9988,0.9853,0.9939,0.0131,0.8364
4,20,22,200,0.0,0.9958,0.9969,0.9998,0.9925,0.9958,0.0055,0.8392
4,21,21,200,0.0,0.9975,0.9997,0.9994,0.9985,0.9983,0.0011,0.8408
5,5,36,200,0.0,0.991,0.995,1.0,0.046,0.022,0.024,0.991
5,6,35,200,0.0,0.8895,0.979,1.0,0.2812,0.2701,0.0217,0.9417
5,7,34,200,0.0,0.939,0.9862,1.0,0.2726,0.255,0.04,0.9402
5,8,33,200,0.0,0.952,0.9877,1.0,0.3964,0.364,0.0456,0.9161
5,9,32,200,0.0,0.941,0.9925,1.0,0.5488,0.563,0.0161,0.8863
5,10,31,200,0.0,0.935,0.9934,1.0,0.617,0.595,0.039,0.8714
5,11,30,200,0.0,0.957,0.9905,1.0,0.8584,0.876,0.0232,0.8231
5,12,29,200,0.0,0.9975,0.9959,1.0,0.9854,0.995,0.0096,0.8043
5,13,28,200,0.0,0.9945,0.9938,0.9999,0.9771,0.993,0.0162,0.8024
5,14,27,200,0.0,1.0,0.9892,1.0,0.9896,1.0,0.0104,0.8023
5,15,26,200,0.0,0.998,0.998,1.0,0.9967,0.998,0.0013,0.806
5,16,25,200,0.0,0.997,1.0,1.0,0.997,0.997,0.0,0.8068
5,17,24,200,0.0,1.0,0.9983,0.9999,0.9979,1.0,0.0022,0.8053
5,18,23,200,0.0,0.9955,0.9972,1.0,0.9927,0.995,0.0051,0.8049
5,19,22,200,0.0,1.0,0.9995,1.0,0.9997,1.0,0.0003,0.8061
5,20,21,200,0.0,1.0,1.0,1.0,0.9991,0.999,0.0,0.8064
