split_a,mode,metric,distance,value,n_pairs
1,random,reach_long_by_dist,1,1.0,36
1,random,reach_long_by_dist,2,1.0,34
1,random,reach_long_by_dist,3,1.0,32
1,random,reach_long_by_dist,4,0.9967,30
1,random,reach_long_by_dist,5,0.965,28
1,random,reach_long_by_dist,6,0.9133,26
1,random,reach_long_by_dist,7,0.8681,24
1,random,reach_long_by_dist,8,0.8245,22
1,random,reach_long_by_dist,9,0.7903,20
1,random,reach_long_by_dist,10,0.7714,18
1,random,reach_long_by_dist,11,0.7394,16
1,random,reach_long_by_dist,12,0.7164,14
1,random,reach_long_by_dist,13,0.6958,12
1,random,reach_long_by_dist,14,0.6915,10
1,random,reach_long_by_dist,15,0.6819,8
1,random,reach_long_by_dist,16,0.7108,6
1,random,reach_long_by_dist,17,0.8187,4
1,random,reach_long_by_dist,18,0.7175,2
1,random,exact,,0.0,
1,random,reach_long,,0.8856,
1,random,reach_short,,nan,
1,random,cut,,1.0,
1,random,pred_positive_rate,,0.8072,
2,random,reach_long_by_dist,1,1.0,34
2,random,reach_long_by_dist,2,1.0,32
2,random,reach_long_by_dist,3,1.0,30
2,random,reach_long_by_dist,4,0.997,28
2,random,reach_long_by_dist,5,0.9633,26
2,random,reach_long_by_dist,6,0.9131,24
2,random,reach_long_by_dist,7,0.873,22
2,random,reach_long_by_dist,8,0.829,20
2,random,reach_long_by_dist,9,0.8022,18
2,random,reach_long_by_dist,10,0.7853,16
2,random,reach_long_by_dist,11,0.7261,14
2,random,reach_long_by_dist,12,0.6829,12
2,random,reach_long_by_dist,13,0.673,10
2,random,reach_long_by_dist,14,0.7013,8
2,random,reach_long_by_dist,15,0.6817,6
2,random,reach_long_by_dist,16,0.9075,4
2,random,reach_long_by_dist,17,0.8825,2
2,random,exact,,0.0,
2,random,reach_long,,0.8949,
2,random,reach_short,,1.0,
2,random,cut,,1.0,
2,random,pred_positive_rate,,0.7396,
3,random,reach_long_by_dist,1,1.0,32
3,random,reach_long_by_dist,2,1.0,30
3,random,reach_long_by_dist,3,0.9862,28
3,random,reach_long_by_dist,4,0.72,26
3,random,reach_long_by_dist,5,0.4138,24
3,random,reach_long_by_dist,6,0.2457,22
3,random,reach_long_by_dist,7,0.1725,20
3,random,reach_long_by_dist,8,0.1289,18
3,random,reach_long_by_dist,9,0.1175,16
3,random,reach_long_by_dist,10,0.1111,14
3,random,reach_long_by_dist,11,0.0954,12
3,random,reach_long_by_dist,12,0.0675,10
3,random,reach_long_by_dist,13,0.0506,8
3,random,reach_long_by_dist,14,0.045,6
3,random,reach_long_by_dist,15,0.0413,4
3,random,reach_long_by_dist,16,0.06,2
3,random,exact,,0.0,
3,random,reach_long,,0.4987,
3,random,reach_short,,0.9992,
3,random,cut,,1.0,
3,random,pred_positive_rate,,0.4041,
4,random,reach_long_by_dist,1,1.0,30
4,random,reach_long_by_dist,2,1.0,28
4,random,reach_long_by_dist,3,0.9956,26
4,random,reach_long_by_dist,4,0.8685,24
4,random,reach_long_by_dist,5,0.5832,22
4,random,reach_long_by_dist,6,0.3705,20
4,random,reach_long_by_dist,7,0.2619,18
4,random,reach_long_by_dist,8,0.2119,16
4,random,reach_long_by_dist,9,0.1757,14
4,random,reach_long_by_dist,10,0.1421,12
4,random,reach_long_by_dist,11,0.0915,10
4,random,reach_long_by_dist,12,0.0819,8
4,random,reach_long_by_dist,13,0.06,6
4,random,reach_long_by_dist,14,0.0525,4
4,random,reach_long_by_dist,15,0.09,2
4,random,exact,,0.0,
4,random,reach_long,,0.5815,
4,random,reach_short,,0.9667,
4,random,cut,,0.9996,
4,random,pred_positive_rate,,0.428,
5,random,reach_long_by_dist,1,1.0,28
5,random,reach_long_by_dist,2,1.0,26
5,random,reach_long_by_dist,3,0.9929,24
5,random,reach_long_by_dist,4,0.8359,22
5,random,reach_long_by_dist,5,0.5755,20
5,random,reach_long_by_dist,6,0.3994,18
5,random,reach_long_by_dist,7,0.2903,16
5,random,reach_long_by_dist,8,0.2357,14
5,random,reach_long_by_dist,9,0.1975,12
5,random,reach_long_by_dist,10,0.1275,10
5,random,reach_long_by_dist,11,0.0838,8
5,random,reach_long_by_dist,12,0.0642,6
5,random,reach_long_by_dist,13,0.09,4
5,random,reach_long_by_dist,14,0.1075,2
5,random,exact,,0.0,
5,random,reach_long,,0.6102,
5,random,reach_short,,0.8792,
5,random,cut,,0.9779,
5,random,pred_positive_rate,,0.4226,
6,random,reach_long_by_dist,1,1.0,26
6,random,reach_long_by_dist,2,1.0,24
6,random,reach_long_by_dist,3,0.9959,22
6,random,reach_long_by_dist,4,0.8293,20
6,random,reach_long_by_dist,5,0.5833,18
6,random,reach_long_by_dist,6,0.3997,16
6,random,reach_long_by_dist,7,0.2914,14
6,random,reach_long_by_dist,8,0.2225,12
6,random,reach_long_by_dist,9,0.1515,10
6,random,reach_long_by_dist,10,0.0894,8
6,random,reach_long_by_dist,11,0.0558,6
6,random,reach_long_by_dist,12,0.0813,4
6,random,reach_long_by_dist,13,0.0775,2
6,random,exact,,0.0,
6,random,reach_long,,0.6329,
6,random,reach_short,,0.8118,
6,random,cut,,0.9619,
6,random,pred_positive_rate,,0.4149,
7,random,reach_long_by_dist,1,1.0,24
7,random,reach_long_by_dist,2,1.0,22
7,random,reach_long_by_dist,3,0.9962,20
7,random,reach_long_by_dist,4,0.8181,18
7,random,reach_long_by_dist,5,0.565,16
7,random,reach_long_by_dist,6,0.3689,14
7,random,reach_long_by_dist,7,0.2313,12
7,random,reach_long_by_dist,8,0.139,10
7,random,reach_long_by_dist,9,0.0794,8
7,random,reach_long_by_dist,10,0.0542,6
7,random,reach_long_by_dist,11,0.0862,4
7,random,reach_long_by_dist,12,0.0525,2
7,random,exact,,0.0,
7,random,reach_long,,0.6438,
7,random,reach_short,,0.7637,
7,random,cut,,0.9607,
7,random,pred_positive_rate,,0.3991,
8,random,reach_long_by_dist,1,1.0,22
8,random,reach_long_by_dist,2,1.0,20
8,random,reach_long_by_dist,3,0.9967,18
8,random,reach_long_by_dist,4,0.8291,16
8,random,reach_long_by_dist,5,0.5536,14
8,random,reach_long_by_dist,6,0.3308,12
8,random,reach_long_by_dist,7,0.1795,10
8,random,reach_long_by_dist,8,0.0894,8
8,random,reach_long_by_dist,9,0.0558,6
8,random,reach_long_by_dist,10,0.0788,4
8,random,reach_long_by_dist,11,0.0375,2
8,random,exact,,0.0,
8,random,reach_long,,0.6679,
8,random,reach_short,,0.7538,
8,random,cut,,0.9465,
8,random,pred_positive_rate,,0.4016,
9,random,reach_long_by_dist,1,1.0,20
9,random,reach_long_by_dist,2,1.0,18
9,random,reach_long_by_dist,3,0.9962,16
9,random,reach_long_by_dist,4,0.8325,14
9,random,reach_long_by_dist,5,0.5075,12
9,random,reach_long_by_dist,6,0.257,10
9,random,reach_long_by_dist,7,0.1037,8
9,random,reach_long_by_dist,8,0.0575,6
9,random,reach_long_by_dist,9,0.0813,4
9,random,reach_long_by_dist,10,0.045,2
9,random,exact,,0.0,
9,random,reach_long,,0.6895,
9,random,reach_short,,0.7356,
9,random,cut,,0.9368,
9,random,pred_positive_rate,,0.4033,
10,random,reach_long_by_dist,1,1.0,18
10,random,reach_long_by_dist,2,1.0,16
10,random,reach_long_by_dist,3,0.9971,14
10,random,reach_long_by_dist,4,0.8133,12
10,random,reach_long_by_dist,5,0.4515,10
10,random,reach_long_by_dist,6,0.1531,8
10,random,reach_long_by_dist,7,0.085,6
10,random,reach_long_by_dist,8,0.0788,4
10,random,reach_long_by_dist,9,0.0525,2
10,random,exact,,0.0,
10,random,reach_long,,0.7154,
