s1,s2,s3,n_graphs,exact,reach_1,reach_2,reach_3,cut_12,cut_13,cut_23,pred_positive_rate
1,1,58,300,0.0,,,1.0,0.0,1.0,1.0,0.9356
1,2,57,300,0.9633,,1.0,1.0,0.9633,1.0,1.0,0.9039
1,3,56,300,1.0,,1.0,1.0,1.0,1.0,1.0,0.8739
1,4,55,300,1.0,,1.0,1.0,1.0,1.0,1.0,0.845
1,5,54,300,1.0,,1.0,1.0,1.0,1.0,1.0,0.8172
1,6,53,300,1.0,,1.0,1.0,1.0,1.0,1.0,0.7906
1,7,52,300,1.0,,1.0,1.0,1.0,1.0,1.0,0.765
1,8,51,300,1.0,,1.0,1.0,1.0,1.0,1.0,0.7406
1,9,50,300,1.0,,1.0,1.0,1.0,1.0,1.0,0.7172
1,10,49,300,1.0,,1.0,1.0,1.0,1.0,1.0,0.695
1,11,48,300,1.0,,1.0,1.0,1.0,1.0,1.0,0.6739
1,12,47,300,0.0,,1.0,0.8991,1.0,1.0,1.0,0.5933
1,13,46,300,0.0,,1.0,0.8944,1.0,1.0,1.0,0.5743
1,14,45,300,0.0,,1.0,0.8908,1.0,1.0,0.9608,0.5709
1,15,44,300,0.0,,1.0,0.883,1.0,1.0,0.8894,0.5796
1,16,43,300,0.0,,1.0,0.8769,1.0,1.0,0.803,0.5985
1,17,42,300,0.0,,0.9997,0.8756,1.0,1.0,0.7466,0.6116
1,18,41,300,0.0,,0.9992,0.8717,1.0,1.0,0.6922,0.6249
1,19,40,300,0.0,,0.9975,0.8646,1.0,1.0,0.6462,0.6355
1,20,39,300,0.0,,0.9949,0.8619,1.0,1.0,0.6095,0.6457
1,21,38,300,0.0,,0.9914,0.8554,1.0,1.0,0.5855,0.6502
1,22,37,300,0.0,,0.986,0.8547,1.0,1.0,0.5729,0.6526
1,23,36,300,0.0,,0.9791,0.8537,1.0,1.0,0.5645,0.6534
1,24,35,300,0.0,,0.9698,0.8508,1.0,1.0,0.5645,0.6498
1,25,34,300,0.0,,0.9522,0.8587,1.0,1.0,0.5554,0.6529
