split_a,mode,metric,distance,value,n_pairs
3,random,reach_long_by_dist,1,1.0,86
3,random,reach_long_by_dist,2,1.0,86
3,random,reach_long_by_dist,3,1.0,86
3,random,reach_long_by_dist,4,1.0,86
3,random,reach_long_by_dist,5,1.0,86
3,random,reach_long_by_dist,6,1.0,86
3,random,reach_long_by_dist,7,1.0,86
3,random,reach_long_by_dist,8,1.0,86
3,random,reach_long_by_dist,9,1.0,86
3,random,reach_long_by_dist,10,1.0,86
3,random,reach_long_by_dist,11,1.0,86
3,random,reach_long_by_dist,12,1.0,86
3,random,reach_long_by_dist,13,1.0,86
3,random,reach_long_by_dist,14,0.9994,86
3,random,reach_long_by_dist,15,0.997,86
3,random,reach_long_by_dist,16,0.9888,86
3,random,reach_long_by_dist,17,0.9678,86
3,random,reach_long_by_dist,18,0.9226,86
3,random,reach_long_by_dist,19,0.8566,86
3,random,reach_long_by_dist,20,0.8552,86
3,random,reach_long_by_dist,21,0.8558,86
3,random,exact,,0.75,
3,random,reach_long,,0.9735,
3,random,reach_short,,1.0,
3,random,cut,,1.0,
3,random,pred_positive_rate,,0.8554,
4,random,reach_long_by_dist,1,1.0,84
4,random,reach_long_by_dist,2,1.0,84
4,random,reach_long_by_dist,3,1.0,84
4,random,reach_long_by_dist,4,1.0,84
4,random,reach_long_by_dist,5,1.0,84
4,random,reach_long_by_dist,6,1.0,84
4,random,reach_long_by_dist,7,1.0,84
4,random,reach_long_by_dist,8,1.0,84
4,random,reach_long_by_dist,9,1.0,84
4,random,reach_long_by_dist,10,1.0,84
4,random,reach_long_by_dist,11,1.0,84
4,random,reach_long_by_dist,12,1.0,84
4,random,reach_long_by_dist,13,1.0,84
4,random,reach_long_by_dist,14,1.0,84
4,random,reach_long_by_dist,15,1.0,84
4,random,reach_long_by_dist,16,0.9998,84
4,random,reach_long_by_dist,17,0.9996,84
4,random,reach_long_by_dist,18,0.9982,84
4,random,reach_long_by_dist,19,0.9955,84
4,random,reach_long_by_dist,20,0.9956,84
4,random,reach_long_by_dist,21,0.9957,42
4,random,exact,,0.985,
4,random,reach_long,,0.9993,
4,random,reach_short,,1.0,
4,random,cut,,1.0,
4,random,pred_positive_rate,,0.8407,
5,random,reach_long_by_dist,1,1.0,82
5,random,reach_long_by_dist,2,1.0,82
5,random,reach_long_by_dist,3,1.0,82
5,random,reach_long_by_dist,4,1.0,82
5,random,reach_long_by_dist,5,1.0,82
5,random,reach_long_by_dist,6,1.0,82
5,random,reach_long_by_dist,7,1.0,82
5,random,reach_long_by_dist,8,1.0,82
5,random,reach_long_by_dist,9,1.0,82
5,random,reach_long_by_dist,10,1.0,82
5,random,reach_long_by_dist,11,1.0,82
5,random,reach_long_by_dist,12,1.0,82
5,random,reach_long_by_dist,13,1.0,82
5,random,reach_long_by_dist,14,0.9999,82
5,random,reach_long_by_dist,15,0.9995,82
5,random,reach_long_by_dist,16,0.9968,82
5,random,reach_long_by_dist,17,0.9887,82
5,random,reach_long_by_dist,18,0.9706,82
5,random,reach_long_by_dist,19,0.9388,82
5,random,reach_long_by_dist,20,0.9393,82
5,random,exact,,0.915,
5,random,reach_long,,0.9917,
5,random,reach_short,,1.0,
5,random,cut,,1.0,
5,random,pred_positive_rate,,0.7998,
6,random,reach_long_by_dist,1,1.0,80
6,random,reach_long_by_dist,2,1.0,80
6,random,reach_long_by_dist,3,1.0,80
6,random,reach_long_by_dist,4,1.0,80
6,random,reach_long_by_dist,5,1.0,80
6,random,reach_long_by_dist,6,1.0,80
6,random,reach_long_by_dist,7,1.0,80
6,random,reach_long_by_dist,8,1.0,80
6,random,reach_long_by_dist,9,1.0,80
6,random,reach_long_by_dist,10,1.0,80
6,random,reach_long_by_dist,11,1.0,80
6,random,reach_long_by_dist,12,1.0,80
6,random,reach_long_by_dist,13,1.0,80
6,random,reach_long_by_dist,14,1.0,80
6,random,reach_long_by_dist,15,0.9999,80
6,random,reach_long_by_dist,16,0.9988,80
6,random,reach_long_by_dist,17,0.9895,80
6,random,reach_long_by_dist,18,0.9596,80
6,random,reach_long_by_dist,19,0.9133,80
