s1,s2,s3,n_graphs,exact,reach_1,reach_2,reach_3,cut_12,cut_13,cut_23,pred_positive_rate
1,1,58,300,0.0,,,1.0,0.0,1.0,1.0,0.9356
1,2,57,300,0.7567,,1.0,1.0,0.7567,1.0,1.0,0.9042
1,3,56,300,0.9933,,1.0,1.0,0.9978,1.0,1.0,0.8739
1,4,55,300,1.0,,1.0,1.0,1.0,1.0,1.0,0.845
1,5,54,300,1.0,,1.0,1.0,1.0,1.0,1.0,0.8172
1,6,53,300,1.0,,1.0,1.0,1.0,1.0,1.0,0.7906
1,7,52,300,1.0,,1.0,1.0,1.0,1.0,1.0,0.765
1,8,51,300,0.9967,,1.0,1.0,1.0,1.0,1.0,0.7406
1,9,50,300,0.9933,,1.0,0.9988,1.0,1.0,1.0,0.7164
1,10,49,300,0.9633,,1.0,0.9966,1.0,1.0,1.0,0.6928
1,11,48,300,0.82,,1.0,0.9497,1.0,1.0,1.0,0.6423
1,12,47,300,0.0,,1.0,0.6308,1.0,1.0,1.0,0.4322
1,13,46,300,0.0,,1.0,0.6394,1.0,1.0,1.0,0.4276
1,14,45,300,0.0,,1.0,0.6483,1.0,1.0,1.0,0.4238
1,15,44,300,0.0,,1.0,0.6563,1.0,1.0,1.0,0.42
1,16,43,300,0.0,,1.0,0.6646,1.0,1.0,0.9997,0.4169
1,17,42,300,0.0,,1.0,0.676,1.0,1.0,0.9991,0.4159
1,18,41,300,0.0,,0.9997,0.6855,1.0,1.0,0.9988,0.4144
1,19,40,300,0.0,,0.9981,0.6972,1.0,1.0,0.9989,0.4141
1,20,39,300,0.0,,0.9916,0.7097,1.0,1.0,0.9985,0.4141
1,21,38,300,0.0,,0.9819,0.7223,1.0,1.0,0.9981,0.4142
1,22,37,300,0.0,,0.9692,0.7359,1.0,1.0,0.9953,0.4155
1,23,36,300,0.0,,0.9549,0.7496,1.0,1.0,0.9922,0.4168
1,24,35,300,0.0,,0.9396,0.7637,1.0,1.0,0.9886,0.4185
1,25,34,300,0.0,,0.9242,0.7779,1.0,1.0,0.9895,0.4181
1,26,33,300,0.0,,0.9064,0.7939,1.0,1.0,0.9901,0.4179
1,27,32,300,0.0,,0.8905,0.8088,1.0,1.0,0.9923,0.4169
1,28,31,300,0.0,,0.8735,0.8247,1.0,1.0,0.9953,0.4154
1,29,30,300,0.0,,0.8573,0.8409,1.0,1.0,0.9979,0.4143
2,2,56,300,0.91,1.0,1.0,1.0,0.91,1.0,1.0,0.8735
2,3,55,300,0.9967,1.0,1.0,1.0,0.9989,1.0,1.0,0.8439
2,4,54,300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8156
2,5,53,300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7883
