split_a,mode,metric,distance,value,n_pairs
1,random,reach_long_by_dist,1,1.0,76
1,random,reach_long_by_dist,2,1.0,74
1,random,reach_long_by_dist,3,1.0,72
1,random,reach_long_by_dist,4,1.0,70
1,random,reach_long_by_dist,5,1.0,68
1,random,reach_long_by_dist,6,1.0,66
1,random,reach_long_by_dist,7,1.0,64
1,random,reach_long_by_dist,8,0.9999,62
1,random,reach_long_by_dist,9,0.9594,60
1,random,reach_long_by_dist,10,0.9416,58
1,random,reach_long_by_dist,11,0.9398,56
1,random,reach_long_by_dist,12,0.9375,54
1,random,reach_long_by_dist,13,0.9377,52
1,random,reach_long_by_dist,14,0.9345,50
1,random,reach_long_by_dist,15,0.9323,48
1,random,reach_long_by_dist,16,0.9292,46
1,random,reach_long_by_dist,17,0.9248,44
1,random,reach_long_by_dist,18,0.9206,42
1,random,reach_long_by_dist,19,0.9183,40
1,random,reach_long_by_dist,20,0.913,38
1,random,reach_long_by_dist,21,0.9097,36
1,random,reach_long_by_dist,22,0.906,34
1,random,reach_long_by_dist,23,0.898,32
1,random,reach_long_by_dist,24,0.8928,30
1,random,reach_long_by_dist,25,0.885,28
1,random,reach_long_by_dist,26,0.8819,26
1,random,reach_long_by_dist,27,0.8723,24
1,random,reach_long_by_dist,28,0.8664,22
1,random,reach_long_by_dist,29,0.8582,20
1,random,reach_long_by_dist,30,0.8503,18
1,random,reach_long_by_dist,31,0.8594,16
1,random,reach_long_by_dist,32,0.8796,14
1,random,reach_long_by_dist,33,0.9117,12
1,random,reach_long_by_dist,34,0.9285,10
1,random,reach_long_by_dist,35,0.9306,8
1,random,reach_long_by_dist,36,0.9358,6
1,random,reach_long_by_dist,37,0.9513,4
1,random,reach_long_by_dist,38,0.9925,2
1,random,exact,,0.005,
1,random,reach_long,,0.9484,
1,random,reach_short,,nan,
1,random,cut,,1.0,
1,random,pred_positive_rate,,0.9035,
2,random,reach_long_by_dist,1,1.0,74
2,random,reach_long_by_dist,2,1.0,72
2,random,reach_long_by_dist,3,1.0,70
2,random,reach_long_by_dist,4,1.0,68
2,random,reach_long_by_dist,5,1.0,66
2,random,reach_long_by_dist,6,1.0,64
2,random,reach_long_by_dist,7,1.0,62
2,random,reach_long_by_dist,8,1.0,60
2,random,reach_long_by_dist,9,0.9841,58
2,random,reach_long_by_dist,10,0.9693,56
2,random,reach_long_by_dist,11,0.9671,54
2,random,reach_long_by_dist,12,0.9666,52
2,random,reach_long_by_dist,13,0.9659,50
2,random,reach_long_by_dist,14,0.9629,48
2,random,reach_long_by_dist,15,0.9612,46
2,random,reach_long_by_dist,16,0.9608,44
2,random,reach_long_by_dist,17,0.9598,42
2,random,reach_long_by_dist,18,0.9594,40
2,random,reach_long_by_dist,19,0.9561,38
2,random,reach_long_by_dist,20,0.9535,36
2,random,reach_long_by_dist,21,0.9504,34
2,random,reach_long_by_dist,22,0.9497,32
2,random,reach_long_by_dist,23,0.9438,30
2,random,reach_long_by_dist,24,0.942,28
2,random,reach_long_by_dist,25,0.9404,26
2,random,reach_long_by_dist,26,0.9337,24
2,random,reach_long_by_dist,27,0.9286,22
2,random,reach_long_by_dist,28,0.9267,20
2,random,reach_long_by_dist,29,0.9203,18
2,random,reach_long_by_dist,30,0.9231,16
2,random,reach_long_by_dist,31,0.9368,14
2,random,reach_long_by_dist,32,0.95,12
2,random,reach_long_by_dist,33,0.954,10
2,random,reach_long_by_dist,34,0.9581,8
2,random,reach_long_by_dist,35,0.9608,6
2,random,reach_long_by_dist,36,0.9663,4
2,random,reach_long_by_dist,37,0.9975,2
2,random,exact,,0.075,
2,random,reach_long,,0.973,
2,random,reach_short,,1.0,
