s1,s2,s3,n_graphs,exact,reach_1,reach_2,reach_3,cut_12,cut_13,cut_23,pred_positive_rate
1,1,58,300,0.0,,,1.0,0.0,1.0,1.0,0.9356
1,2,57,300,0.8167,,1.0,1.0,0.8167,1.0,1.0,0.9041
1,3,56,300,0.9867,,1.0,1.0,0.9922,1.0,1.0,0.8739
1,4,55,300,1.0,,1.0,1.0,1.0,1.0,1.0,0.845
1,5,54,300,1.0,,1.0,1.0,1.0,1.0,1.0,0.8172
1,6,53,300,1.0,,1.0,1.0,1.0,1.0,1.0,0.7906
1,7,52,300,1.0,,1.0,1.0,1.0,1.0,1.0,0.765
1,8,51,300,1.0,,1.0,1.0,1.0,1.0,1.0,0.7406
1,9,50,300,1.0,,1.0,1.0,1.0,1.0,1.0,0.7172
1,10,49,300,0.99,,1.0,0.9967,1.0,1.0,1.0,0.6929
1,11,48,300,0.86,,1.0,0.9567,1.0,1.0,1.0,0.6467
1,12,47,300,0.0,,1.0,0.6312,1.0,1.0,1.0,0.4324
1,13,46,300,0.0,,1.0,0.6399,1.0,1.0,1.0,0.4279
1,14,45,300,0.0,,1.0,0.6487,1.0,1.0,1.0,0.424
1,15,44,300,0.0,,1.0,0.6586,1.0,1.0,1.0,0.4211
1,16,43,300,0.0,,1.0,0.6682,1.0,1.0,0.9995,0.4187
1,17,42,300,0.0,,1.0,0.6786,1.0,1.0,0.9996,0.417
1,18,41,300,0.0,,1.0,0.6898,1.0,1.0,0.9994,0.4161
1,19,40,300,0.0,,0.9995,0.7015,1.0,1.0,0.9988,0.4161
1,20,39,300,0.0,,0.9937,0.714,1.0,1.0,0.999,0.4159
1,21,38,300,0.0,,0.9841,0.7269,1.0,1.0,0.9987,0.416
1,22,37,300,0.0,,0.9725,0.7402,1.0,1.0,0.9962,0.4171
1,23,36,300,0.0,,0.9582,0.7543,1.0,1.0,0.9941,0.4181
1,24,35,300,0.0,,0.9436,0.7682,1.0,1.0,0.9924,0.4189
1,25,34,300,0.0,,0.9276,0.783,1.0,1.0,0.9938,0.4182
1,26,33,300,0.0,,0.9112,0.7978,1.0,1.0,0.9929,0.4186
1,27,32,300,0.0,,0.8949,0.8133,1.0,1.0,0.9942,0.4181
1,28,31,300,0.0,,0.878,0.8294,1.0,1.0,0.9966,0.417
1,29,30,300,0.0,,0.8616,0.8453,1.0,1.0,0.9996,0.4155
2,2,56,300,0.9167,1.0,1.0,1.0,0.9167,1.0,1.0,0.8735
2,3,55,300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8439
2,4,54,300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8156
2,5,53,300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7883
2,6,52,300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7622
2,7,51,300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7372
2,8,50,300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7133
2,9,49,300,0.9967,1.0,1.0,0.9992,1.0,1.0,1.0,0.69
2,10,48,300,0.99,1.0,1.0,0.9965,1.0,1.0,1.0,0.6667
2,11,47,300,0.9,1.0,1.0,0.9686,1.0,1.0,1.0,0.6295
2,12,46,300,0.0,1.0,1.0,0.6496,1.0,1.0,1.0,0.4274
2,13,45,300,0.0,1.0,1.0,0.6555,1.0,1.0,1.0,0.4211
2,14,44,300,0.0,1.0,1.0,0.6638,1.0,1.0,1.0,0.4166
2,15,43,300,0.0,1.0,1.0,0.6711,1.0,1.0,1.0,0.4122
2,16,42,300,0.0,1.0,1.0,0.6817,1.0,1.0,0.9993,0.4102
2,17,41,300,0.0,1.0,1.0,0.692,1.0,1.0,0.9989,0.4085
2,18,40,300,0.0,1.0,1.0,0.7028,1.0,1.0,0.9974,0.4078
2,19,39,300,0.0,1.0,0.9994,0.7154,1.0,1.0,0.9963,0.4082
2,20,38,300,0.0,1.0,0.9936,0.7276,1.0,1.0,0.9968,0.4076
2,21,37,300,0.0,1.0,0.9842,0.741,1.0,1.0,0.9948,0.4085
2,22,36,300,0.0,1.0,0.9724,0.7545,1.0,1.0,0.9922,0.4095
2,23,35,300,0.0,1.0,0.9585,0.7686,1.0,1.0,0.9907,0.4102
2,24,34,300,0.0,1.0,0.9433,0.7832,1.0,1.0,0.9873,0.4117
2,25,33,300,0.0,1.0,0.9277,0.798,1.0,1.0,0.9894,0.4108
2,26,32,300,0.0,1.0,0.9114,0.8134,1.0,1.0,0.9906,0.4103
2,27,31,300,0.0,1.0,0.8948,0.8293,1.0,1.0,0.9941,0.4087
2,28,30,300,0.0,1.0,0.8784,0.8453,1.0,1.0,0.9992,0.4063
2,29,29,300,0.0,1.0,0.8618,0.8617,1.0,1.0,0.9999,0.406
3,3,54,300,0.81,1.0,1.0,1.0,0.9681,1.0,1.0,0.8152
3,4,53,300,0.95,1.0,1.0,1.0,0.9878,1.0,1.0,0.7873
3,5,52,300,0.9867,1.0,1.0,1.0,0.9991,1.0,1.0,0.7606
3,6,51,300,0.8233,1.0,1.0,1.0,0.9844,1.0,1.0,0.7352
3,7,50,300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7106
3,8,49,300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6872
3,9,48,300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.665
3,10,47,300,0.98,1.0,1.0,0.9988,0.9999,1.0,1.0,0.6432
3,11,46,300,0.8833,1.0,1.0,0.9685,1.0,1.0,1.0,0.6058
3,12,45,300,0.0,1.0,1.0,0.6559,1.0,1.0,1.0,0.4157
3,13,44,300,0.0,1.0,1.0,0.6633,1.0,1.0,1.0,0.4103
3,14,43,300,0.0,1.0,1.0,0.6714,1.0,1.0,1.0,0.4057
3,15,42,300,0.0,1.0,1.0,0.6803,1.0,1.0,1.0,0.4021
3,16,41,300,0.0,1.0,1.0,0.6911,1.0,1.0,0.9997,0.4
3,17,40,300,0.0,1.0,1.0,0.702,1.0,1.0,0.9992,0.3984
3,18,39,300,0.0,1.0,1.0,0.7144,1.0,1.0,0.9988,0.3979
3,19,38,300,0.0,1.0,0.9993,0.7272,1.0,1.0,0.9985,0.3979
3,20,37,300,0.0,1.0,0.9938,0.7405,1.0,1.0,0.9983,0.3979
3,21,36,300,0.0,1.0,0.9845,0.7544,1.0,1.0,0.9968,0.3986
3,22,35,300,0.0,1.0,0.9721,0.7686,1.0,1.0,0.9945,0.3995
3,23,34,300,0.0,1.0,0.9584,0.783,1.0,1.0,0.9921,0.4005
3,24,33,300,0.0,1.0,0.9435,0.7982,1.0,1.0,0.9901,0.4015
3,25,32,300,0.0,1.0,0.9277,0.8135,1.0,1.0,0.9921,0.4006
3,26,31,300,0.0,1.0,0.9111,0.8295,1.0,1.0,0.9943,0.3997
3,27,30,300,0.0,1.0,0.8948,0.8453,1.0,1.0,0.9991,0.3975
3,28,29,300,0.0,1.0,0.878,0.8618,1.0,1.0,0.9999,0.3971
4,4,52,300,0.8067,1.0,1.0,1.0,0.9729,1.0,1.0,0.7602
4,5,51,300,0.99,1.0,1.0,1.0,0.9988,1.0,1.0,0.7339
4,6,50,300,0.9133,1.0,1.0,1.0,0.9924,1.0,1.0,0.709
4,7,49,300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.685
4,8,48,300,0.9967,1.0,1.0,1.0,0.9998,1.0,1.0,0.6622
4,9,47,300,0.9967,1.0,1.0,1.0,0.9998,1.0,1.0,0.6406
4,10,46,300,0.9967,1.0,1.0,0.999,1.0,1.0,1.0,0.6194
4,11,45,300,0.8667,1.0,1.0,0.9612,1.0,1.0,1.0,0.5792
4,12,44,300,0.0,1.0,1.0,0.6664,0.9999,1.0,1.0,0.4069
4,13,43,300,0.0,1.0,1.0,0.6745,1.0,1.0,1.0,0.4017
4,14,42,300,0.0,1.0,1.0,0.6827,1.0,1.0,1.0,0.3971
4,15,41,300,0.0,1.0,1.0,0.6925,1.0,1.0,1.0,0.3938
4,16,40,300,0.0,1.0,1.0,0.7035,1.0,1.0,0.9992,0.3918
4,17,39,300,0.0,1.0,1.0,0.7151,1.0,1.0,0.9986,0.3904
4,18,38,300,0.0,1.0,1.0,0.7278,1.0,1.0,0.9971,0.3903
4,19,37,300,0.0,1.0,0.9993,0.741,1.0,1.0,0.9974,0.3901
4,20,36,300,0.0,1.0,0.9938,0.7544,1.0,1.0,0.9969,0.3902
4,21,35,300,0.0,1.0,0.9841,0.7686,1.0,1.0,0.9951,0.3909
4,22,34,300,0.0,1.0,0.9724,0.7831,1.0,1.0,0.9928,0.3919
