split_a,mode,metric,distance,value,n_pairs
1,random,reach_long_by_dist,1,1.0,76
1,random,reach_long_by_dist,2,1.0,74
1,random,reach_long_by_dist,3,1.0,72
1,random,reach_long_by_dist,4,1.0,70
1,random,reach_long_by_dist,5,1.0,68
1,random,reach_long_by_dist,6,1.0,66
1,random,reach_long_by_dist,7,1.0,64
1,random,reach_long_by_dist,8,0.9999,62
1,random,reach_long_by_dist,9,0.9946,60
1,random,reach_long_by_dist,10,0.9945,58
1,random,reach_long_by_dist,11,0.9946,56
1,random,reach_long_by_dist,12,0.9944,54
1,random,reach_long_by_dist,13,0.9936,52
1,random,reach_long_by_dist,14,0.9935,50
1,random,reach_long_by_dist,15,0.9936,48
1,random,reach_long_by_dist,16,0.993,46
1,random,reach_long_by_dist,17,0.9932,44
1,random,reach_long_by_dist,18,0.992,42
1,random,reach_long_by_dist,19,0.9915,40
1,random,reach_long_by_dist,20,0.9913,38
1,random,reach_long_by_dist,21,0.9912,36
1,random,reach_long_by_dist,22,0.9912,34
1,random,reach_long_by_dist,23,0.9906,32
1,random,reach_long_by_dist,24,0.989,30
1,random,reach_long_by_dist,25,0.9911,28
1,random,reach_long_by_dist,26,0.9883,26
1,random,reach_long_by_dist,27,0.9877,24
1,random,reach_long_by_dist,28,0.9889,22
1,random,reach_long_by_dist,29,0.9918,20
1,random,reach_long_by_dist,30,0.9928,18
1,random,reach_long_by_dist,31,0.9988,16
1,random,reach_long_by_dist,32,0.9993,14
1,random,reach_long_by_dist,33,1.0,12
1,random,reach_long_by_dist,34,1.0,10
1,random,reach_long_by_dist,35,1.0,8
1,random,reach_long_by_dist,36,1.0,6
1,random,reach_long_by_dist,37,1.0,4
1,random,reach_long_by_dist,38,1.0,2
1,random,exact,,0.365,
1,random,reach_long,,0.9956,
1,random,reach_short,,nan,
1,random,cut,,1.0,
1,random,pred_positive_rate,,0.9472,
2,random,reach_long_by_dist,1,1.0,74
2,random,reach_long_by_dist,2,1.0,72
2,random,reach_long_by_dist,3,1.0,70
2,random,reach_long_by_dist,4,1.0,68
2,random,reach_long_by_dist,5,1.0,66
2,random,reach_long_by_dist,6,1.0,64
2,random,reach_long_by_dist,7,1.0,62
2,random,reach_long_by_dist,8,1.0,60
2,random,reach_long_by_dist,9,0.9989,58
2,random,reach_long_by_dist,10,0.9992,56
2,random,reach_long_by_dist,11,0.9989,54
2,random,reach_long_by_dist,12,0.9995,52
2,random,reach_long_by_dist,13,0.9991,50
2,random,reach_long_by_dist,14,0.9994,48
2,random,reach_long_by_dist,15,0.9991,46
2,random,reach_long_by_dist,16,0.999,44
2,random,reach_long_by_dist,17,0.9982,42
2,random,reach_long_by_dist,18,0.9981,40
2,random,reach_long_by_dist,19,0.9983,38
2,random,reach_long_by_dist,20,0.9982,36
2,random,reach_long_by_dist,21,0.9985,34
2,random,reach_long_by_dist,22,0.9983,32
2,random,reach_long_by_dist,23,0.9982,30
2,random,reach_long_by_dist,24,0.9984,28
2,random,reach_long_by_dist,25,0.9975,26
2,random,reach_long_by_dist,26,0.9975,24
2,random,reach_long_by_dist,27,0.9975,22
2,random,reach_long_by_dist,28,0.9972,20
2,random,reach_long_by_dist,29,0.9989,18
2,random,reach_long_by_dist,30,1.0,16
2,random,reach_long_by_dist,31,1.0,14
2,random,reach_long_by_dist,32,1.0,12
2,random,reach_long_by_dist,33,1.0,10
2,random,reach_long_by_dist,34,0.9988,8
2,random,reach_long_by_dist,35,1.0,6
2,random,reach_long_by_dist,36,1.0,4
2,random,reach_long_by_dist,37,1.0,2
2,random,exact,,0.735,
2,random,reach_long,,0.9992,
2,random,reach_short,,1.0,
2,random,cut,,1.0,
