s1,s2,s3,n_graphs,exact,reach_1,reach_2,reach_3,cut_12,cut_13,cut_23,pred_positive_rate
1,1,58,300,0.0,,,1.0,0.0,1.0,1.0,0.9356
1,2,57,300,0.5467,,1.0,1.0,0.5467,1.0,1.0,0.9044
1,3,56,300,1.0,,1.0,1.0,1.0,1.0,1.0,0.8739
1,4,55,300,1.0,,1.0,1.0,1.0,1.0,1.0,0.845
1,5,54,300,1.0,,1.0,1.0,1.0,1.0,1.0,0.8172
1,6,53,300,1.0,,1.0,1.0,1.0,1.0,1.0,0.7906
1,7,52,300,1.0,,1.0,1.0,1.0,1.0,1.0,0.765
1,8,51,300,1.0,,1.0,1.0,1.0,1.0,1.0,0.7406
1,9,50,300,1.0,,1.0,1.0,1.0,1.0,1.0,0.7172
1,10,49,300,0.9833,,1.0,0.9977,1.0,1.0,1.0,0.6935
1,11,48,300,0.8967,,1.0,0.9687,1.0,1.0,1.0,0.6543
1,12,47,300,0.0,,1.0,0.6291,1.0,1.0,1.0,0.4312
1,13,46,300,0.0,,1.0,0.638,1.0,1.0,1.0,0.4268
1,14,45,300,0.0,,1.0,0.6474,1.0,1.0,1.0,0.4233
1,15,44,300,0.0,,1.0,0.6571,1.0,1.0,1.0,0.4203
1,16,43,300,0.0,,1.0,0.6671,1.0,1.0,0.9999,0.418
1,17,42,300,0.0,,1.0,0.6777,1.0,1.0,0.9997,0.4165
1,18,41,300,0.0,,1.0,0.6893,1.0,1.0,0.9997,0.4158
1,19,40,300,0.0,,0.9996,0.7018,1.0,1.0,0.9996,0.4159
1,20,39,300,0.0,,0.9939,0.7142,1.0,1.0,0.9996,0.4157
1,21,38,300,0.0,,0.9846,0.7274,1.0,1.0,0.999,0.4161
1,22,37,300,0.0,,0.9725,0.7408,1.0,1.0,0.9986,0.4162
1,23,36,300,0.0,,0.9587,0.7546,1.0,1.0,0.9976,0.4166
1,24,35,300,0.0,,0.9438,0.7689,1.0,1.0,0.9956,0.4176
1,25,34,300,0.0,,0.9277,0.7838,1.0,1.0,0.9957,0.4176
1,26,33,300,0.0,,0.9119,0.7985,1.0,1.0,0.9948,0.418
1,27,32,300,0.0,,0.895,0.814,1.0,1.0,0.9965,0.4172
1,28,31,300,0.0,,0.8788,0.8296,1.0,1.0,0.9978,0.4166
1,29,30,300,0.0,,0.8623,0.8458,1.0,1.0,0.9997,0.4157
2,2,56,300,0.69,1.0,1.0,1.0,0.69,1.0,1.0,0.874
2,3,55,300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8439
2,4,54,300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8156
2,5,53,300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7883
2,6,52,300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7622
2,7,51,300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7372
2,8,50,300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7133
2,9,49,300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6906
