split_a,mode,metric,distance,value,n_pairs
3,random,reach_long_by_dist,1,1.0,86
3,random,reach_long_by_dist,2,1.0,86
3,random,reach_long_by_dist,3,1.0,86
3,random,reach_long_by_dist,4,1.0,86
3,random,reach_long_by_dist,5,1.0,86
3,random,reach_long_by_dist,6,1.0,86
3,random,reach_long_by_dist,7,1.0,86
3,random,reach_long_by_dist,8,1.0,86
3,random,reach_long_by_dist,9,1.0,86
3,random,reach_long_by_dist,10,1.0,86
3,random,reach_long_by_dist,11,1.0,86
3,random,reach_long_by_dist,12,1.0,86
3,random,reach_long_by_dist,13,1.0,86
3,random,reach_long_by_dist,14,1.0,86
3,random,reach_long_by_dist,15,1.0,86
3,random,reach_long_by_dist,16,0.9998,86
3,random,reach_long_by_dist,17,0.9987,86
3,random,reach_long_by_dist,18,0.9945,86
3,random,reach_long_by_dist,19,0.9881,86
3,random,reach_long_by_dist,20,0.9888,86
3,random,reach_long_by_dist,21,0.9897,86
3,random,exact,,0.925,
3,random,reach_long,,0.9981,
3,random,reach_short,,1.0,
3,random,cut,,1.0,
3,random,pred_positive_rate,,0.8764,
4,random,reach_long_by_dist,1,1.0,84
4,random,reach_long_by_dist,2,1.0,84
4,random,reach_long_by_dist,3,1.0,84
4,random,reach_long_by_dist,4,1.0,84
4,random,reach_long_by_dist,5,1.0,84
4,random,reach_long_by_dist,6,1.0,84
4,random,reach_long_by_dist,7,1.0,84
4,random,reach_long_by_dist,8,1.0,84
4,random,reach_long_by_dist,9,1.0,84
4,random,reach_long_by_dist,10,1.0,84
4,random,reach_long_by_dist,11,1.0,84
4,random,reach_long_by_dist,12,1.0,84
4,random,reach_long_by_dist,13,1.0,84
4,random,reach_long_by_dist,14,1.0,84
4,random,reach_long_by_dist,15,1.0,84
4,random,reach_long_by_dist,16,1.0,84
4,random,reach_long_by_dist,17,1.0,84
4,random,reach_long_by_dist,18,0.9995,84
4,random,reach_long_by_dist,19,0.9985,84
4,random,reach_long_by_dist,20,0.9988,84
4,random,reach_long_by_dist,21,0.9983,42
4,random,exact,,0.995,
4,random,reach_long,,0.9998,
4,random,reach_short,,1.0,
4,random,cut,,1.0,
4,random,pred_positive_rate,,0.841,
5,random,reach_long_by_dist,1,1.0,82
5,random,reach_long_by_dist,2,1.0,82
5,random,reach_long_by_dist,3,1.0,82
5,random,reach_long_by_dist,4,1.0,82
5,random,reach_long_by_dist,5,1.0,82
5,random,reach_long_by_dist,6,1.0,82
5,random,reach_long_by_dist,7,1.0,82
5,random,reach_long_by_dist,8,1.0,82
5,random,reach_long_by_dist,9,1.0,82
5,random,reach_long_by_dist,10,1.0,82
5,random,reach_long_by_dist,11,1.0,82
5,random,reach_long_by_dist,12,1.0,82
5,random,reach_long_by_dist,13,1.0,82
5,random,reach_long_by_dist,14,1.0,82
5,random,reach_long_by_dist,15,1.0,82
5,random,reach_long_by_dist,16,1.0,82
5,random,reach_long_by_dist,17,0.9996,82
5,random,reach_long_by_dist,18,0.9982,82
5,random,reach_long_by_dist,19,0.9957,82
5,random,reach_long_by_dist,20,0.9954,82
5,random,exact,,0.99,
5,random,reach_long,,0.9994,
5,random,reach_short,,1.0,
5,random,cut,,1.0,
5,random,pred_positive_rate,,0.8058,
6,random,reach_long_by_dist,1,1.0,80
6,random,reach_long_by_dist,2,1.0,80
6,random,reach_long_by_dist,3,1.0,80
6,random,reach_long_by_dist,4,1.0,80
6,random,reach_long_by_dist,5,1.0,80
6,random,reach_long_by_dist,6,1.0,80
6,random,reach_long_by_dist,7,1.0,80
6,random,reach_long_by_dist,8,1.0,80
6,random,reach_long_by_dist,9,1.0,80
6,random,reach_long_by_dist,10,1.0,80
6,random,reach_long_by_dist,11,1.0,80
6,random,reach_long_by_dist,12,1.0,80
6,random,reach_long_by_dist,13,1.0,80
6,random,reach_long_by_dist,14,1.0,80
6,random,reach_long_by_dist,15,1.0,80
6,random,reach_long_by_dist,16,1.0,80
6,random,reach_long_by_dist,17,0.9992,80
6,random,reach_long_by_dist,18,0.9962,80
6,random,reach_long_by_dist,19,0.9899,80
