split_a,mode,metric,distance,value,n_pairs
1,random,reach_long_by_dist,1,1.0,36
1,random,reach_long_by_dist,2,1.0,34
1,random,reach_long_by_dist,3,1.0,32
1,random,reach_long_by_dist,4,1.0,30
1,random,reach_long_by_dist,5,1.0,28
1,random,reach_long_by_dist,6,1.0,26
1,random,reach_long_by_dist,7,1.0,24
1,random,reach_long_by_dist,8,1.0,22
1,random,reach_long_by_dist,9,1.0,20
1,random,reach_long_by_dist,10,1.0,18
1,random,reach_long_by_dist,11,1.0,16
1,random,reach_long_by_dist,12,1.0,14
1,random,reach_long_by_dist,13,1.0,12
1,random,reach_long_by_dist,14,1.0,10
1,random,reach_long_by_dist,15,1.0,8
1,random,reach_long_by_dist,16,1.0,6
1,random,reach_long_by_dist,17,1.0,4
1,random,reach_long_by_dist,18,1.0,2
1,random,exact,,1.0,
1,random,reach_long,,1.0,
1,random,reach_short,,nan,
1,random,cut,,1.0,
1,random,pred_positive_rate,,0.905,
2,random,reach_long_by_dist,1,1.0,34
2,random,reach_long_by_dist,2,1.0,32
2,random,reach_long_by_dist,3,1.0,30
2,random,reach_long_by_dist,4,1.0,28
2,random,reach_long_by_dist,5,1.0,26
2,random,reach_long_by_dist,6,1.0,24
2,random,reach_long_by_dist,7,1.0,22
2,random,reach_long_by_dist,8,1.0,20
2,random,reach_long_by_dist,9,1.0,18
2,random,reach_long_by_dist,10,1.0,16
2,random,reach_long_by_dist,11,1.0,14
2,random,reach_long_by_dist,12,1.0,12
2,random,reach_long_by_dist,13,1.0,10
2,random,reach_long_by_dist,14,1.0,8
2,random,reach_long_by_dist,15,1.0,6
2,random,reach_long_by_dist,16,1.0,4
2,random,reach_long_by_dist,17,1.0,2
2,random,exact,,1.0,
2,random,reach_long,,1.0,
2,random,reach_short,,1.0,
2,random,cut,,1.0,
2,random,pred_positive_rate,,0.82,
3,random,reach_long_by_dist,1,1.0,32
3,random,reach_long_by_dist,2,1.0,30
3,random,reach_long_by_dist,3,1.0,28
3,random,reach_long_by_dist,4,1.0,26
3,random,reach_long_by_dist,5,1.0,24
3,random,reach_long_by_dist,6,1.0,22
3,random,reach_long_by_dist,7,1.0,20
3,random,reach_long_by_dist,8,1.0,18
3,random,reach_long_by_dist,9,1.0,16
3,random,reach_long_by_dist,10,1.0,14
3,random,reach_long_by_dist,11,1.0,12
3,random,reach_long_by_dist,12,1.0,10
3,random,reach_long_by_dist,13,1.0,8
3,random,reach_long_by_dist,14,1.0,6
3,random,reach_long_by_dist,15,1.0,4
3,random,reach_long_by_dist,16,1.0,2
3,random,exact,,1.0,
3,random,reach_long,,1.0,
3,random,reach_short,,1.0,
3,random,cut,,1.0,
3,random,pred_positive_rate,,0.745,
4,random,reach_long_by_dist,1,1.0,30
4,random,reach_long_by_dist,2,1.0,28
4,random,reach_long_by_dist,3,1.0,26
4,random,reach_long_by_dist,4,1.0,24
4,random,reach_long_by_dist,5,1.0,22
4,random,reach_long_by_dist,6,1.0,20
4,random,reach_long_by_dist,7,1.0,18
4,random,reach_long_by_dist,8,1.0,16
4,random,reach_long_by_dist,9,1.0,14
4,random,reach_long_by_dist,10,1.0,12
4,random,reach_long_by_dist,11,1.0,10
4,random,reach_long_by_dist,12,1.0,8
4,random,reach_long_by_dist,13,1.0,6
4,random,reach_long_by_dist,14,1.0,4
4,random,reach_long_by_dist,15,1.0,2
4,random,exact,,1.0,
4,random,reach_long,,1.0,
4,random,reach_short,,1.0,
4,random,cut,,1.0,
4,random,pred_positive_rate,,0.68,
5,random,reach_long_by_dist,1,1.0,28
5,random,reach_long_by_dist,2,1.0,26
5,random,reach_long_by_dist,3,1.0,24
5,random,reach_long_by_dist,4,1.0,22
5,random,reach_long_by_dist,5,1.0,20
5,random,reach_long_by_dist,6,1.0,18
5,random,reach_long_by_dist,7,1.0,16
5,random,reach_long_by_dist,8,1.0,14
5,random,reach_long_by_dist,9,1.0,12
5,random,reach_long_by_dist,10,1.0,10
5,random,reach_long_by_dist,11,1.0,8
5,random,reach_long_by_dist,12,1.0,6
5,random,reach_long_by_dist,13,1.0,4
5,random,reach_long_by_dist,14,1.0,2
5,random,exact,,1.0,
5,random,reach_long,,1.0,
5,random,reach_short,,1.0,
5,random,cut,,1.0,
5,random,pred_positive_rate,,0.625,
6,random,reach_long_by_dist,1,1.0,26
6,random,reach_long_by_dist,2,1.0,24
6,random,reach_long_by_dist,3,1.0,22
6,random,reach_long_by_dist,4,1.0,20
6,random,reach_long_by_dist,5,1.0,18
6,random,reach_long_by_dist,6,1.0,16
6,random,reach_long_by_dist,7,1.0,14
6,random,reach_long_by_dist,8,1.0,12
6,random,reach_long_by_dist,9,1.0,10
6,random,reach_long_by_dist,10,1.0,8
6,random,reach_long_by_dist,11,1.0,6
6,random,reach_long_by_dist,12,1.0,4
6,random,reach_long_by_dist,13,1.0,2
6,random,exact,,1.0,
6,random,reach_long,,1.0,
6,random,reach_short,,1.0,
6,random,cut,,1.0,
6,random,pred_positive_rate,,0.58,
7,random,reach_long_by_dist,1,1.0,24
7,random,reach_long_by_dist,2,1.0,22
7,random,reach_long_by_dist,3,1.0,20
7,random,reach_long_by_dist,4,1.0,18
7,random,reach_long_by_dist,5,1.0,16
7,random,reach_long_by_dist,6,1.0,14
7,random,reach_long_by_dist,7,1.0,12
7,random,reach_long_by_dist,8,1.0,10
7,random,reach_long_by_dist,9,1.0,8
7,random,reach_long_by_dist,10,0.9992,6
7,random,reach_long_by_dist,11,1.0,4
7,random,reach_long_by_dist,12,1.0,2
7,random,exact,,0.985,
7,random,reach_long,,1.0,
7,random,reach_short,,1.0,
7,random,cut,,0.9999,
7,random,pred_positive_rate,,0.545,
8,random,reach_long_by_dist,1,1.0,22
8,random,reach_long_by_dist,2,1.0,20
8,random,reach_long_by_dist,3,1.0,18
8,random,reach_long_by_dist,4,1.0,16
8,random,reach_long_by_dist,5,1.0,14
8,random,reach_long_by_dist,6,1.0,12
8,random,reach_long_by_dist,7,1.0,10
8,random,reach_long_by_dist,8,1.0,8
8,random,reach_long_by_dist,9,1.0,6
8,random,reach_long_by_dist,10,0.9988,4
8,random,reach_long_by_dist,11,1.0,2
8,random,exact,,0.995,
8,random,reach_long,,1.0,
8,random,reach_short,,1.0,
8,random,cut,,1.0,
8,random,pred_positive_rate,,0.52,
9,random,reach_long_by_dist,1,1.0,20
9,random,reach_long_by_dist,2,1.0,18
9,random,reach_long_by_dist,3,1.0,16
9,random,reach_long_by_dist,4,1.0,14
9,random,reach_long_by_dist,5,1.0,12
9,random,reach_long_by_dist,6,1.0,10
9,random,reach_long_by_dist,7,1.0,8
9,random,reach_long_by_dist,8,1.0,6
9,random,reach_long_by_dist,9,1.0,4
9,random,reach_long_by_dist,10,0.9925,2
9,random,exact,,0.985,
9,random,reach_long,,0.9999,
9,random,reach_short,,1.0,
9,random,cut,,1.0,
9,random,pred_positive_rate,,0.505,
10,random,reach_long_by_dist,1,1.0,18
10,random,reach_long_by_dist,2,1.0,16
10,random,reach_long_by_dist,3,1.0,14
10,random,reach_long_by_dist,4,1.0,12
10,random,reach_long_by_dist,5,1.0,10
10,random,reach_long_by_dist,6,1.0,8
10,random,reach_long_by_dist,7,1.0,6
10,random,reach_long_by_dist,8,1.0,4
10,random,reach_long_by_dist,9,1.0,2
10,random,exact,,1.0,
10,random,reach_long,,1.0,
10,random,reach_short,,1.0,
10,random,cut,,1.0,
10,random,pred_positive_rate,,0.5,
1,fixed,reach_long_by_dist,1,1.0,36
1,fixed,reach_long_by_dist,2,1.0,34
1,fixed,reach_long_by_dist,3,1.0,32
