s1,s2,s3,n_graphs,exact,reach_1,reach_2,reach_3,cut_12,cut_13,cut_23,pred_positive_rate
1,1,58,300,0.0,,,1.0,0.0,1.0,1.0,0.9356
1,2,57,300,0.54,,1.0,1.0,0.54,1.0,1.0,0.9044
1,3,56,300,0.99,,1.0,1.0,0.9922,1.0,1.0,0.8739
1,4,55,300,1.0,,1.0,1.0,1.0,1.0,1.0,0.845
1,5,54,300,1.0,,1.0,1.0,1.0,1.0,1.0,0.8172
1,6,53,300,1.0,,1.0,1.0,1.0,1.0,1.0,0.7906
1,7,52,300,1.0,,1.0,1.0,1.0,1.0,1.0,0.765
1,8,51,300,1.0,,1.0,1.0,1.0,1.0,1.0,0.7406
1,9,50,300,0.9967,,1.0,0.9993,1.0,1.0,1.0,0.7168
1,10,49,300,0.9867,,1.0,0.9974,1.0,1.0,1.0,0.6933
1,11,48,300,0.8567,,1.0,0.9509,1.0,1.0,1.0,0.6431
1,12,47,300,0.0,,1.0,0.6268,1.0,1.0,1.0,0.4298
1,13,46,300,0.0,,1.0,0.6361,1.0,1.0,1.0,0.4257
1,14,45,300,0.0,,1.0,0.6455,1.0,1.0,1.0,0.4222
1,15,44,300,0.0,,1.0,0.6562,1.0,1.0,1.0,0.4199
1,16,43,300,0.0,,1.0,0.6659,1.0,1.0,0.9999,0.4174
1,17,42,300,0.0,,1.0,0.6771,1.0,1.0,0.9999,0.4161
1,18,41,300,0.0,,0.9999,0.6888,1.0,1.0,0.9997,0.4156
1,19,40,300,0.0,,0.9993,0.701,1.0,1.0,0.9996,0.4155
1,20,39,300,0.0,,0.9935,0.7136,1.0,1.0,0.9995,0.4155
1,21,38,300,0.0,,0.984,0.7269,1.0,1.0,0.9993,0.4157
1,22,37,300,0.0,,0.9723,0.74,1.0,1.0,0.9983,0.416
1,23,36,300,0.0,,0.9585,0.7537,1.0,1.0,0.9975,0.4163
1,24,35,300,0.0,,0.9435,0.768,1.0,1.0,0.9959,0.4171
1,25,34,300,0.0,,0.9274,0.7828,1.0,1.0,0.9962,0.417
1,26,33,300,0.0,,0.9113,0.7979,1.0,1.0,0.996,0.4171
1,27,32,300,0.0,,0.8945,0.8133,1.0,1.0,0.9973,0.4165
1,28,31,300,0.0,,0.8779,0.8289,1.0,1.0,0.9984,0.416
1,29,30,300,0.0,,0.8614,0.8455,1.0,1.0,0.9997,0.4155
2,2,56,300,0.8567,1.0,1.0,1.0,0.8567,1.0,1.0,0.8737
