s1,s2,s3,n_graphs,exact,reach_1,reach_2,reach_3,cut_12,cut_13,cut_23,pred_positive_rate
1,1,58,300,0.0,,,1.0,0.0,1.0,1.0,0.9356
1,2,57,300,0.4867,,1.0,1.0,0.4867,1.0,1.0,0.9045
1,3,56,300,1.0,,1.0,1.0,1.0,1.0,1.0,0.8739
1,4,55,300,1.0,,1.0,1.0,1.0,1.0,1.0,0.845
1,5,54,300,1.0,,1.0,1.0,1.0,1.0,1.0,0.8172
1,6,53,300,1.0,,1.0,1.0,1.0,1.0,1.0,0.7906
1,7,52,300,1.0,,1.0,1.0,1.0,1.0,1.0,0.765
1,8,51,300,1.0,,1.0,1.0,1.0,1.0,1.0,0.7406
1,9,50,300,1.0,,1.0,1.0,1.0,1.0,1.0,0.7172
1,10,49,300,1.0,,1.0,1.0,1.0,1.0,1.0,0.695
1,11,48,300,0.9767,,1.0,0.9919,1.0,1.0,1.0,0.6688
1,12,47,300,0.0,,1.0,0.6287,1.0,1.0,1.0,0.4309
1,13,46,300,0.0,,1.0,0.6378,1.0,1.0,1.0,0.4267
1,14,45,300,0.0,,1.0,0.6474,1.0,1.0,1.0,0.4233
1,15,44,300,0.0,,1.0,0.6575,1.0,1.0,1.0,0.4205
1,16,43,300,0.0,,1.0,0.6681,1.0,1.0,0.9999,0.4185
1,17,42,300,0.0,,1.0,0.679,1.0,1.0,0.9999,0.417
1,18,41,300,0.0,,1.0,0.691,1.0,1.0,0.9999,0.4165
1,19,40,300,0.0,,0.9998,0.7029,1.0,1.0,0.9996,0.4164
1,20,39,300,0.0,,0.9945,0.7157,1.0,1.0,0.9998,0.4164
1,21,38,300,0.0,,0.9853,0.7288,1.0,1.0,0.9998,0.4163
1,22,37,300,0.0,,0.9735,0.7423,1.0,1.0,0.9992,0.4166
1,23,36,300,0.0,,0.9597,0.7562,1.0,1.0,0.9986,0.4169
1,24,35,300,0.0,,0.9449,0.7704,1.0,1.0,0.9976,0.4174
1,25,34,300,0.0,,0.9293,0.785,1.0,1.0,0.9964,0.4179
1,26,33,300,0.0,,0.9132,0.8001,1.0,1.0,0.9957,0.4183
1,27,32,300,0.0,,0.8965,0.8156,1.0,1.0,0.9967,0.4178
1,28,31,300,0.0,,0.88,0.8313,1.0,1.0,0.9984,0.417
1,29,30,300,0.0,,0.8636,0.8473,1.0,1.0,0.9999,0.4163
2,2,56,300,0.79,1.0,1.0,1.0,0.79,1.0,1.0,0.8738
2,3,55,300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8439
2,4,54,300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8156
2,5,53,300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7883
2,6,52,300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7622
2,7,51,300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7372
2,8,50,300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7133
2,9,49,300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6906
2,10,48,300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6689
2,11,47,300,0.9667,1.0,1.0,0.9889,1.0,1.0,1.0,0.6417
2,12,46,300,0.0,1.0,1.0,0.6393,1.0,1.0,1.0,0.4215
2,13,45,300,0.0,1.0,1.0,0.6483,1.0,1.0,1.0,0.4171
2,14,44,300,0.0,1.0,1.0,0.6582,1.0,1.0,1.0,0.4137
2,15,43,300,0.0,1.0,1.0,0.6682,1.0,1.0,1.0,0.4108
2,16,42,300,0.0,1.0,1.0,0.6797,1.0,1.0,0.9999,0.4091
2,17,41,300,0.0,1.0,1.0,0.691,1.0,1.0,0.9998,0.4076
2,18,40,300,0.0,1.0,1.0,0.7032,1.0,1.0,0.9995,0.4071
2,19,39,300,0.0,1.0,0.9998,0.7158,1.0,1.0,0.9996,0.407
2,20,38,300,0.0,1.0,0.9945,0.729,1.0,1.0,0.9994,0.4071
2,21,37,300,0.0,1.0,0.9852,0.7424,1.0,1.0,0.9994,0.4071
2,22,36,300,0.0,1.0,0.9734,0.7562,1.0,1.0,0.9988,0.4073
2,23,35,300,0.0,1.0,0.9598,0.7704,1.0,1.0,0.9979,0.4077
2,24,34,300,0.0,1.0,0.9448,0.7852,1.0,1.0,0.9969,0.4082
2,25,33,300,0.0,1.0,0.9293,0.8001,1.0,1.0,0.9964,0.4084
2,26,32,300,0.0,1.0,0.9131,0.8156,1.0,1.0,0.9961,0.4087
2,27,31,300,0.0,1.0,0.8966,0.8313,1.0,1.0,0.9978,0.4078
2,28,30,300,0.0,1.0,0.8801,0.8473,1.0,1.0,1.0,0.4068
2,29,29,300,0.0,1.0,0.8637,0.8636,1.0,1.0,1.0,0.4068
3,3,54,300,0.58,1.0,1.0,1.0,0.897,1.0,1.0,0.8155
3,4,53,300,0.7633,1.0,1.0,1.0,0.9486,1.0,1.0,0.7876
3,5,52,300,0.9833,1.0,1.0,1.0,0.9982,1.0,1.0,0.7606
3,6,51,300,0.6333,1.0,1.0,1.0,0.9615,1.0,1.0,0.7354
3,7,50,300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7106
3,8,49,300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6872
3,9,48,300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.665
3,10,47,300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6439
3,11,46,300,0.9633,1.0,1.0,0.9885,1.0,1.0,1.0,0.6173
3,12,45,300,0.0,1.0,1.0,0.6544,1.0,1.0,1.0,0.4149
3,13,44,300,0.0,1.0,1.0,0.6624,1.0,1.0,1.0,0.4098
3,14,43,300,0.0,1.0,1.0,0.6705,1.0,1.0,1.0,0.4053
3,15,42,300,0.0,1.0,1.0,0.681,1.0,1.0,1.0,0.4024
3,16,41,300,0.0,1.0,1.0,0.692,1.0,1.0,0.9992,0.4005
3,17,40,300,0.0,1.0,1.0,0.7038,1.0,1.0,0.9995,0.3991
3,18,39,300,0.0,1.0,1.0,0.7165,1.0,1.0,0.9985,0.3989
3,19,38,300,0.0,1.0,0.9997,0.7295,1.0,1.0,0.9984,0.3989
3,20,37,300,0.0,1.0,0.9944,0.7425,1.0,1.0,0.9988,0.3985
3,21,36,300,0.0,1.0,0.9852,0.7565,1.0,1.0,0.9983,0.3988
3,22,35,300,0.0,1.0,0.9735,0.7706,1.0,1.0,0.9976,0.399
3,23,34,300,0.0,1.0,0.9597,0.7852,1.0,1.0,0.9957,0.3998
3,24,33,300,0.0,1.0,0.945,0.8001,1.0,1.0,0.994,0.4006
3,25,32,300,0.0,1.0,0.9292,0.8156,1.0,1.0,0.9941,0.4006
3,26,31,300,0.0,1.0,0.9131,0.8314,1.0,1.0,0.9954,0.4
3,27,30,300,0.0,1.0,0.8966,0.8473,1.0,1.0,0.9997,0.3981
3,28,29,300,0.0,1.0,0.8801,0.8636,1.0,1.0,1.0,0.3979
4,4,52,300,0.5567,1.0,1.0,1.0,0.9008,1.0,1.0,0.7609
4,5,51,300,0.9867,1.0,1.0,1.0,0.9985,1.0,1.0,0.7339
4,6,50,300,0.77,1.0,1.0,1.0,0.9804,1.0,1.0,0.7091
4,7,49,300,0.9567,1.0,1.0,1.0,0.9973,1.0,1.0,0.685
4,8,48,300,0.9967,1.0,1.0,1.0,0.9999,1.0,1.0,0.6622
4,9,47,300,0.9967,1.0,1.0,1.0,0.9999,1.0,1.0,0.6406
4,10,46,300,0.9967,1.0,1.0,1.0,0.9998,1.0,1.0,0.62
4,11,45,300,0.9533,1.0,1.0,0.991,0.9995,1.0,1.0,0.5956
4,12,44,300,0.0,1.0,1.0,0.6614,1.0,1.0,1.0,0.4043
4,13,43,300,0.0,1.0,1.0,0.6702,0.9999,1.0,1.0,0.3996
4,14,42,300,0.0,1.0,1.0,0.6803,1.0,1.0,1.0,0.396
4,15,41,300,0.0,1.0,1.0,0.6916,1.0,1.0,1.0,0.3934
4,16,40,300,0.0,1.0,1.0,0.7036,1.0,1.0,0.9997,0.3917
4,17,39,300,0.0,1.0,1.0,0.716,1.0,1.0,0.9996,0.3905
4,18,38,300,0.0,1.0,1.0,0.729,1.0,1.0,0.9992,0.39
4,19,37,300,0.0,1.0,0.9997,0.7425,1.0,1.0,0.9992,0.39
4,20,36,300,0.0,1.0,0.9945,0.7562,1.0,1.0,0.9994,0.3899
4,21,35,300,0.0,1.0,0.9851,0.7706,1.0,1.0,0.9993,0.3899
4,22,34,300,0.0,1.0,0.9736,0.7851,1.0,1.0,0.9981,0.3904
4,23,33,300,0.0,1.0,0.9598,0.8002,1.0,1.0,0.9968,0.391
4,24,32,300,0.0,1.0,0.945,0.8155,1.0,1.0,0.9961,0.3913
4,25,31,300,0.0,1.0,0.9292,0.8313,1.0,1.0,0.9968,0.391
4,26,30,300,0.0,1.0,0.913,0.8473,1.0,1.0,0.9999,0.3897
4,27,29,300,0.0,1.0,0.8965,0.8637,1.0,1.0,1.0,0.3896
4,28,28,300,0.0,1.0,0.8802,0.88,1.0,1.0,1.0,0.3897
5,5,50,300,0.9467,1.0,1.0,1.0,0.9955,1.0,1.0,0.7084
5,6,49,300,0.8333,1.0,1.0,1.0,0.9849,1.0,1.0,0.6841
5,7,48,300,0.9033,1.0,1.0,1.0,0.9936,1.0,1.0,0.6607
5,8,47,300,0.9933,1.0,1.0,1.0,0.9996,1.0,1.0,0.6383
5,9,46,300,0.97,1.0,1.0,1.0,0.9987,1.0,1.0,0.6173
5,10,45,300,0.9867,1.0,1.0,1.0,0.9997,1.0,1.0,0.5972
5,11,44,300,0.84,1.0,1.0,0.993,0.9999,1.0,1.0,0.5746
5,12,43,300,0.0,1.0,1.0,0.6899,1.0,1.0,1.0,0.405
5,13,42,300,0.0,1.0,1.0,0.6992,1.0,1.0,1.0,0.4
5,14,41,300,0.0,1.0,1.0,0.7058,1.0,1.0,1.0,0.3943
5,15,40,300,0.0,1.0,1.0,0.7157,1.0,1.0,0.9998,0.3908
5,16,39,300,0.0,1.0,1.0,0.7276,1.0,1.0,0.9913,0.3914
