split_a,mode,metric,distance,value,n_pairs
1,random,reach_long_by_dist,1,1.0,76
1,random,reach_long_by_dist,2,1.0,74
1,random,reach_long_by_dist,3,1.0,72
1,random,reach_long_by_dist,4,1.0,70
1,random,reach_long_by_dist,5,1.0,68
1,random,reach_long_by_dist,6,1.0,66
1,random,reach_long_by_dist,7,1.0,64
1,random,reach_long_by_dist,8,0.9998,62
1,random,reach_long_by_dist,9,0.9784,60
1,random,reach_long_by_dist,10,0.9671,58
1,random,reach_long_by_dist,11,0.9683,56
1,random,reach_long_by_dist,12,0.967,54
1,random,reach_long_by_dist,13,0.964,52
1,random,reach_long_by_dist,14,0.9634,50
1,random,reach_long_by_dist,15,0.9597,48
1,random,reach_long_by_dist,16,0.9591,46
1,random,reach_long_by_dist,17,0.9601,44
1,random,reach_long_by_dist,18,0.9598,42
1,random,reach_long_by_dist,19,0.9565,40
1,random,reach_long_by_dist,20,0.9543,38
1,random,reach_long_by_dist,21,0.9549,36
1,random,reach_long_by_dist,22,0.9529,34
1,random,reach_long_by_dist,23,0.9491,32
1,random,reach_long_by_dist,24,0.9458,30
1,random,reach_long_by_dist,25,0.9404,28
1,random,reach_long_by_dist,26,0.9352,26
1,random,reach_long_by_dist,27,0.929,24
1,random,reach_long_by_dist,28,0.9293,22
1,random,reach_long_by_dist,29,0.9303,20
1,random,reach_long_by_dist,30,0.9233,18
1,random,reach_long_by_dist,31,0.9353,16
1,random,reach_long_by_dist,32,0.9496,14
1,random,reach_long_by_dist,33,0.9663,12
1,random,reach_long_by_dist,34,0.976,10
1,random,reach_long_by_dist,35,0.9769,8
1,random,reach_long_by_dist,36,0.9833,6
1,random,reach_long_by_dist,37,0.9862,4
1,random,reach_long_by_dist,38,1.0,2
1,random,exact,,0.055,
1,random,reach_long,,0.9731,
1,random,reach_short,,nan,
1,random,cut,,1.0,
1,random,pred_positive_rate,,0.9264,
2,random,reach_long_by_dist,1,1.0,74
2,random,reach_long_by_dist,2,1.0,72
2,random,reach_long_by_dist,3,1.0,70
2,random,reach_long_by_dist,4,1.0,68
2,random,reach_long_by_dist,5,1.0,66
2,random,reach_long_by_dist,6,1.0,64
2,random,reach_long_by_dist,7,1.0,62
2,random,reach_long_by_dist,8,1.0,60
2,random,reach_long_by_dist,9,0.9932,58
2,random,reach_long_by_dist,10,0.9864,56
2,random,reach_long_by_dist,11,0.986,54
2,random,reach_long_by_dist,12,0.9833,52
2,random,reach_long_by_dist,13,0.9849,50
2,random,reach_long_by_dist,14,0.984,48
2,random,reach_long_by_dist,15,0.9833,46
2,random,reach_long_by_dist,16,0.9819,44
2,random,reach_long_by_dist,17,0.9827,42
2,random,reach_long_by_dist,18,0.9816,40
2,random,reach_long_by_dist,19,0.98,38
2,random,reach_long_by_dist,20,0.9775,36
2,random,reach_long_by_dist,21,0.9763,34
2,random,reach_long_by_dist,22,0.9761,32
2,random,reach_long_by_dist,23,0.9742,30
2,random,reach_long_by_dist,24,0.9725,28
2,random,reach_long_by_dist,25,0.97,26
2,random,reach_long_by_dist,26,0.9677,24
2,random,reach_long_by_dist,27,0.9691,22
2,random,reach_long_by_dist,28,0.9645,20
2,random,reach_long_by_dist,29,0.9628,18
2,random,reach_long_by_dist,30,0.9659,16
2,random,reach_long_by_dist,31,0.9761,14
2,random,reach_long_by_dist,32,0.9821,12
2,random,reach_long_by_dist,33,0.9905,10
2,random,reach_long_by_dist,34,0.9931,8
2,random,reach_long_by_dist,35,0.9917,6
2,random,reach_long_by_dist,36,0.9938,4
2,random,reach_long_by_dist,37,1.0,2
2,random,exact,,0.215,
2,random,reach_long,,0.9879,
2,random,reach_short,,1.0,
